Date,High,Low,Close,Open,Volume,Adj Close
2021-09-08,33923.63473409266,33491.88295015126,33687.58363557424,33792.844555031734,549210000.0,33687.58363557424
2021-09-07,34267.5925528434,33971.78755462341,34013.701947989066,34241.53669938072,377260000.0,34013.701947989066
2021-09-06,34384.89391649857,34177.448250930385,34346.098050140376,34184.14579259736,401590000.0,34346.098050140376
2021-09-03,,,,,599160000.0,
2021-09-02,34318.93080542439,34199.02581838734,34304.097076342645,34207.315604535506,486050000.0,34304.097076342645
2021-09-01,34368.809240702605,33997.96391247229,34108.65269973552,34099.937793078934,555170000.0,34108.65269973552
2021-08-31,34036.22292205245,33651.40857066831,33788.72669556606,33846.1128458093,721610000.0,33788.72669556606
2021-08-30,33828.828007343705,33669.12150917435,33769.74910774021,33808.95022263286,1000000000.0,33769.74910774021
2021-08-27,,,,,532660000.0,
2021-08-26,33669.480200702135,33405.99560289544,33447.989489356514,33570.550034249194,568090000.0,33447.989489356514
2021-08-25,33736.393609686085,33622.21723275287,33736.393609686085,33687.22370661575,572130000.0,33736.393609686085
2021-08-24,33763.48188687615,33458.27760828754,33617.86108389891,33763.48188687615,356130000.0,33617.86108389891
